,eukulele_taxonomy,mmseqs_taxonomy,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SPS1_E039,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,6051553,1728,870833,37688,0,44.8,3387,685,3123,1740,55.72,622,690,22.09,1334,26.67,0.0,19.44,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E040,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,14697304,1961,11726957,6506493,56825,60.84,9097,504,8274,5621,67.94,2681,3225,38.98,3264,85.88,0.0,90.17,2.56,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E041,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,17295552,3179,10556766,3633574,0,42.8,5880,947,9010,4516,50.12,2079,2483,27.56,2774,65.1,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS4_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,9088450,2676,1199788,63261,0,42.16,3263,1064,3655,806,22.05,153,175,4.79,492,1.96,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E006,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,49376577,10776,22295944,7525740,61634,34.56,4630,3246,19416,6467,33.31,1382,1770,9.12,2489,45.49,0.39,40.21,3.17,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E007,Eukaryota;Metazoa;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Stylophora;-,Eukaryota;Metazoa;Opisthokonta;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Pocilloporidae;Stylophora pistillata,108386521,25602,41243777,5229146,0,38.01,4297,8772,30221,12908,42.71,2184,3191,10.56,3583,50.59,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,9009399,2495,1863459,182700,0,47.1,3466,935,4162,1834,44.07,801,909,21.84,1423,22.75,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E009,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,33120020,8200,10875037,2241899,0,36.14,3958,2788,15883,4844,30.5,989,1227,7.73,2042,32.94,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E010,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,11707479,3087,3005929,412705,0,47.49,3656,1116,5306,2436,45.91,1113,1257,23.69,1754,30.98,0.0,26.19,1.06,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E011,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,19999588,5744,3199645,434655,0,37.81,3315,2209,7317,1623,22.18,263,398,5.44,797,7.45,0.0,5.61,0.58,Eukaryota_Fungi_Ascomycota,SPO,SRF,180-2000
TOPAZ_SPS4_E012,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3750449,1102,539451,173407,0,38.89,3207,429,686,77,11.22,4,10,1.46,37,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E013,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,2651905,707,685939,160094,0,36.28,3538,253,960,209,21.77,22,24,2.5,144,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E014,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,8413357,2317,1632483,93499,0,36.33,3559,890,2402,524,21.82,41,53,2.21,176,0.78,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E015,Eukaryota;Metazoa;Chordata;Actinopteri;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;Actinopteri;Neopterygii;-;-;-,23193577,7555,599626,0,0,40.2,2972,3265,6909,1599,23.14,456,505,7.31,1073,8.63,0.0,7.58,0.22,Eukaryota_Metazoa,SPO,SRF,180-2000
TOPAZ_SPS4_E016,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,27074359,6449,10050988,2578622,0,36.69,4156,2106,13525,3962,29.29,752,934,6.91,1614,24.71,0.0,19.6,0.84,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E017,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,12365831,3162,3586580,524419,0,41.12,3876,1117,5858,2404,41.04,575,678,11.57,1322,16.47,0.39,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E018,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,8077646,2271,1444133,136166,0,45.03,3434,870,4111,1464,35.61,531,597,14.52,1037,14.51,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E019,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3253899,970,398341,10024,0,34.98,3185,387,831,154,18.53,22,43,5.17,86,0.39,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E020,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Branchiopoda;Phyllopoda;Diplostraca;Daphniidae;Daphnia pulex,91935460,4373,87912678,80184184,41022592,40.29,43250,603,25163,8534,33.91,4331,5467,21.73,4289,94.12,1.18,93.65,5.56,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E021,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,4686699,1219,1233057,293869,0,34.94,3656,431,1872,319,17.04,11,21,1.12,96,0.0,0.0,0.83,0.83,Eukaryota_Apicomplexa,SPO,SRF,180-2000
TOPAZ_SPS4_E022,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,10806712,2833,2750703,339165,0,38.4,3717,1033,5830,1558,26.72,190,260,4.46,724,3.92,0.39,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E023,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,11536384,2860,4125707,99957,0,40.58,4077,1002,3162,829,26.22,60,85,2.69,167,0.78,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E024,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;Actinopteri;Neopterygii;-;-;-,2501722,649,728433,20511,0,35.55,3965,237,594,322,54.21,10,41,6.9,42,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E025,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,4221003,1319,287806,28580,0,39.19,3065,547,504,64,12.7,6,17,3.37,49,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E026,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,14526999,4266,1917518,90522,0,37.89,3280,1692,4254,1092,25.67,314,356,8.37,812,11.37,0.0,8.71,0.34,Eukaryota_Metazoa,SPO,SRF,180-2000
TOPAZ_SPS4_E027,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',4117047,1102,878900,35282,0,60.66,3725,421,2852,1802,63.18,909,989,34.68,1433,33.33,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E028,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,177098324,49008,35874569,4071439,0,26.16,3468,18372,35441,8754,24.7,2167,3247,9.16,3226,52.55,2.75,47.83,13.04,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E029,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3643171,1138,226797,0,0,39.5,3077,473,1324,133,10.05,31,32,2.42,116,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS3_E014,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,42031573,9734,17109238,4063549,0,36.31,4333,3130,18712,6514,34.81,1452,1895,10.13,2494,50.2,0.0,44.1,8.5,Eukaryota_Fungi_Ascomycota,SPO,SRF,20-180
TOPAZ_SPS3_E015,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,6677580,1803,1525042,217792,0,44.2,3580,664,2788,446,16.0,40,42,1.51,238,2.35,0.0,4.21,0.0,Eukaryota_Spirotrichea,SPO,SRF,20-180
TOPAZ_SPS3_E016,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2813758,816,400020,48344,0,46.65,3303,317,1730,375,21.68,58,85,4.91,263,1.18,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E017,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,3330470,864,854136,99792,0,48.33,3777,315,1628,851,52.27,412,429,26.35,789,10.59,0.0,9.79,0.0,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E018,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,29776265,7624,8472828,1181391,0,46.1,3843,2717,12665,5161,40.75,2090,2566,20.26,2819,55.69,0.39,48.41,3.97,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E019,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,57434374,14841,15969152,2330555,0,33.48,3772,5290,19834,6575,33.15,1898,2464,12.42,2775,44.71,1.57,38.36,1.59,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E020,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,7807725,2499,399946,12030,0,39.53,2997,1060,3131,634,20.25,132,164,5.24,448,3.92,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E021,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,9061976,2254,3012781,496755,0,39.13,3982,774,3511,1133,32.27,145,190,5.41,603,3.53,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E022,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2742599,848,171389,0,0,36.28,3107,353,1158,238,20.55,31,33,2.85,147,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E023,Eukaryota;Metazoa;Mollusca;Gastropoda;Aplysiida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Mollusca;Gastropoda;Heterobranchia;Aplysiida;Aplysiidae;Aplysia californica,13862003,4180,1458815,56510,0,35.11,3179,1693,4769,1239,25.98,268,369,7.74,842,5.88,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E024,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,11998157,3364,2282723,211835,0,40.91,3443,1278,4616,1291,27.97,242,281,6.09,703,3.53,0.0,3.51,0.0,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E025,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,39870512,9619,14312234,2212852,0,42.76,4147,3281,16190,6673,41.22,2270,2914,18.0,2984,57.65,1.18,,,,SPO,SRF,20-180
TOPAZ_SPS3_E026,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,45707316,11926,12209251,2349114,0,35.66,3681,4231,17442,5559,31.87,1183,1720,9.86,2010,24.31,0.39,,,,SPO,SRF,20-180
TOPAZ_SPS3_E027,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4653487,1174,1430285,312002,0,35.04,3841,405,2283,611,26.76,28,127,5.56,171,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E028,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,22436546,5961,5586510,835651,0,36.0,3622,2163,9880,3243,32.82,777,938,9.49,1521,15.69,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E029,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,7443363,1982,1819281,283761,0,48.03,3616,723,3538,1651,46.66,805,899,25.41,1353,25.1,0.0,19.77,1.51,Eukaryota_Metazoa,SPO,SRF,20-180
TOPAZ_SPS3_E030,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,14541608,4117,2399467,269517,0,39.89,3403,1585,6162,1809,29.36,305,409,6.64,879,3.14,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E031,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,4354800,1068,1519728,474576,0,35.3,3886,350,2017,406,20.13,22,115,5.7,123,0.39,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E032,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4478260,1263,814063,85112,0,31.95,3385,481,1088,97,8.92,5,15,1.38,44,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E033,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,13748663,4136,1449616,83083,0,41.64,3193,1671,5920,1228,20.74,238,282,4.76,692,3.14,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E034,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,5825250,1618,1201160,132250,0,41.78,3457,608,2729,1089,39.9,299,356,13.05,726,8.24,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E035,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,49518200,11353,19970855,4875528,0,43.3,4371,3672,16889,7940,47.01,2477,3339,19.77,3131,55.29,0.39,53.87,9.93,Eukaryota_Fungi_Ascomycota,SPO,SRF,20-180
TOPAZ_SPS3_E036,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,15175381,2161,11587463,5983690,0,49.25,8296,567,8028,5150,64.15,2534,3011,37.51,3069,76.47,0.0,84.21,0.0,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E037,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3645287,893,1254179,537961,0,35.55,3808,278,2020,189,9.36,11,45,2.23,65,0.0,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E038,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,27044167,7383,5702482,774369,0,36.59,3525,2744,11879,3755,31.61,892,1192,10.03,1686,18.43,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E039,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,5469202,1581,725691,58701,0,42.02,3350,622,2763,1124,40.68,306,340,12.31,725,7.06,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E040,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,44859219,8801,24276962,9576955,62831,39.08,5351,2454,15233,7877,51.71,2943,3806,24.99,3463,69.41,1.18,,,,SPO,SRF,20-180
TOPAZ_SPS3_E041,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,21140177,6327,2259353,188617,0,35.05,3200,2543,8284,1008,12.17,196,275,3.32,542,5.49,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E042,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,17184089,4569,3898777,202766,0,43.8,3738,1720,8167,4234,51.84,1538,1853,22.69,2345,32.94,0.0,34.92,2.12,Eukaryota,SPO,SRF,20-180
TOPAZ_SPS3_E043,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,21722627,5364,7245454,1389362,0,36.81,3989,1830,11078,3449,31.13,697,893,8.06,1561,19.61,0.0,19.05,1.32,Eukaryota_Metazoa,SPO,SRF,20-180
TOPAZ_SPS3_E044,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,7514072,2191,1054872,88334,0,39.52,3286,861,2516,444,17.65,68,80,3.18,278,0.78,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E045,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,11783200,3225,2504439,178216,0,43.89,3550,1214,5304,3069,57.86,1380,1576,29.71,2092,34.9,0.0,41.38,3.45,Eukaryota_Apicomplexa_Nephromyces_Nephromyces.sp..ex.Molgula.occidentalis,SPO,SRF,20-180
TOPAZ_SPS3_E046,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,10229156,2830,2167301,153242,0,35.07,3480,1062,4487,574,12.79,119,147,3.28,349,2.75,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E047,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,4457557,1164,1135342,138006,0,45.78,3758,424,2006,1004,50.05,431,488,24.33,857,10.2,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E048,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,16987894,4919,2611506,209373,0,34.82,3294,1913,5277,1152,21.83,315,399,7.56,760,8.63,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS3_E049,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,3387728,953,587701,30868,0,44.46,3447,369,1994,866,43.43,352,390,19.56,744,8.24,0.0,,,,SPO,SRF,20-180
TOPAZ_SPS2_E003,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,38538200,8674,16304694,4074602,0,36.47,4493,2777,15990,6229,38.96,1605,2024,12.66,2634,51.76,0.39,,,,SPO,SRF,5-20
TOPAZ_SPS2_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4364235,1369,302920,12257,0,36.06,3050,568,2104,793,37.69,378,402,19.11,757,9.8,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E005,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,10814416,2519,4179191,1291807,0,39.27,4203,794,4154,1359,32.72,188,252,6.07,659,4.31,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E006,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,21925500,6368,3373892,260579,0,43.36,3284,2479,8626,2551,29.57,816,944,10.94,1436,20.78,0.0,18.6,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,5-20
TOPAZ_SPS2_E007,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;-;-;-;-,2803559,804,451163,98331,0,33.42,3353,306,599,192,32.05,44,49,8.18,159,0.78,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E008,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,11986413,3233,2802198,198288,0,39.35,3584,1190,3670,1031,28.09,35,113,3.08,150,0.78,0.0,,,,SPO,SRF,5-20
TOPAZ_SPS2_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,3632364,1009,693725,32852,0,56.25,3497,384,1457,899,61.7,497,535,36.72,914,15.29,0.0,9.52,0.26,Eukaryota,SPO,SRF,5-20
TOPAZ_SPS2_E010,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,16668224,4595,3461739,525670,0,43.61,3479,1715,6675,2487,37.26,782,909,13.62,1439,16.08,0.39,,,,SPO,SRF,5-20
TOPAZ_SPD1_E011,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,13204519,1492,11151266,7494535,147461,48.08,11645,339,6918,4674,67.56,2243,2710,39.17,2854,76.86,0.39,89.47,1.75,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E012,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,12028069,2393,6678545,1847691,0,58.11,5377,745,7076,4478,63.28,2110,2459,34.75,2770,63.92,1.18,75.44,5.26,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E013,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,3893829,1151,395859,0,0,57.09,3287,471,1610,744,46.21,103,201,12.48,457,2.75,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E014,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,2977972,832,492645,0,0,45.83,3468,324,1621,857,52.87,313,342,21.1,729,14.51,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E015,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;Choanoflagellata;-;Craspedida;Salpingoecidae;Salpingoeca rosetta,4069057,1190,467671,12295,0,54.56,3307,477,2165,1053,48.64,340,353,16.3,857,10.98,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E016,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,16026423,2323,11978354,6429239,0,49.29,8130,593,8523,5447,63.91,2645,3198,37.52,3184,83.14,0.39,87.72,0.0,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E017,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,10921780,2463,4739719,828617,0,52.43,4556,812,6383,3885,60.86,1744,2014,31.55,2441,54.51,0.39,57.89,1.75,Eukaryota,SPO,DCM,0.8-5
